"Plot Title: QANASIASSAT_UTC_2021"
"#","Date Time, GMT-02:00","Temp, °C (LGR S/N: 20362477, SEN S/N: 20362477)","Event, units (LGR S/N: 20362477, SEN S/N: 20362477, LBL: rain)"
9767,06/07/2022 05.00.00 PM,15.473,
9768,06/07/2022 06.00.00 PM,15.855,
9769,06/07/2022 07.00.00 PM,15.187,
9770,06/07/2022 08.00.00 PM,15.282,
9771,06/07/2022 09.00.00 PM,12.787,
9772,06/07/2022 10.00.00 PM,10.553,
9773,06/07/2022 11.00.00 PM,9.373,
9774,06/08/2022 12.00.00 AM,7.481,
9775,06/08/2022 01.00.00 AM,5.860,
9776,06/08/2022 02.00.00 AM,5.037,
9777,06/08/2022 03.00.00 AM,4.311,
9778,06/08/2022 04.00.00 AM,3.998,
9779,06/08/2022 05.00.00 AM,4.102,
9780,06/08/2022 06.00.00 AM,4.831,
9781,06/08/2022 07.00.00 AM,5.962,
9782,06/08/2022 08.00.00 AM,7.682,
9783,06/08/2022 09.00.00 AM,9.768,
9784,06/08/2022 10.00.00 AM,10.944,
9785,06/08/2022 11.00.00 AM,11.819,
9786,06/08/2022 12.00.00 PM,13.846,
9787,06/08/2022 01.00.00 PM,15.187,
9788,06/08/2022 02.00.00 PM,16.903,
9789,06/08/2022 03.00.00 PM,17.760,
9790,06/08/2022 04.00.00 PM,17.284,
9791,06/08/2022 05.00.00 PM,17.855,
9792,06/08/2022 06.00.00 PM,17.950,
9793,06/08/2022 07.00.00 PM,17.665,
9794,06/08/2022 08.00.00 PM,15.951,
9795,06/08/2022 09.00.00 PM,13.750,
9796,06/08/2022 10.00.00 PM,10.846,
9797,06/08/2022 11.00.00 PM,8.680,
9798,06/09/2022 12.00.00 AM,7.582,
9799,06/09/2022 01.00.00 AM,6.573,
9800,06/09/2022 02.00.00 AM,5.552,
9801,06/09/2022 03.00.00 AM,4.727,
9802,06/09/2022 04.00.00 AM,4.519,
9803,06/09/2022 05.00.00 AM,4.415,
9804,06/09/2022 06.00.00 AM,4.519,
9805,06/09/2022 07.00.00 AM,5.244,
9806,06/09/2022 08.00.00 AM,6.674,
9807,06/09/2022 09.00.00 AM,9.176,
9808,06/09/2022 10.00.00 AM,11.334,
9809,06/09/2022 11.00.00 AM,12.980,
9810,06/09/2022 12.00.00 PM,14.996,
9811,06/09/2022 01.00.00 PM,16.618,
9812,06/09/2022 02.00.00 PM,18.331,
9813,06/09/2022 03.00.00 PM,19.187,
9814,06/09/2022 04.00.00 PM,18.521,
9815,06/09/2022 05.00.00 PM,18.045,
9816,06/09/2022 06.00.00 PM,18.045,
9817,06/09/2022 07.00.00 PM,16.332,
9818,06/09/2022 08.00.00 PM,14.134,
9819,06/09/2022 09.00.00 PM,12.690,
9820,06/09/2022 10.00.00 PM,9.965,
9821,06/09/2022 11.00.00 PM,7.582,
9822,06/10/2022 12.00.00 AM,6.674,
9823,06/10/2022 01.00.00 AM,5.860,
9824,06/10/2022 02.00.00 AM,4.727,
9825,06/10/2022 03.00.00 AM,4.623,
9826,06/10/2022 04.00.00 AM,3.683,
9827,06/10/2022 05.00.00 AM,3.998,
9828,06/10/2022 06.00.00 AM,4.519,
9829,06/10/2022 07.00.00 AM,5.141,
9830,06/10/2022 08.00.00 AM,5.757,
9831,06/10/2022 09.00.00 AM,8.082,
9832,06/10/2022 10.00.00 AM,9.965,
9833,06/10/2022 11.00.00 AM,11.528,
9834,06/10/2022 12.00.00 PM,12.207,
9835,06/10/2022 01.00.00 PM,13.654,
9836,06/10/2022 02.00.00 PM,16.046,
9837,06/10/2022 03.00.00 PM,15.760,
9838,06/10/2022 04.00.00 PM,16.046,
9839,06/10/2022 05.00.00 PM,16.713,
9840,06/10/2022 06.00.00 PM,16.237,
9841,06/10/2022 07.00.00 PM,14.325,
9842,06/10/2022 08.00.00 PM,14.613,
9843,06/10/2022 09.00.00 PM,12.980,
9844,06/10/2022 10.00.00 PM,11.334,
9845,06/10/2022 11.00.00 PM,9.669,
9846,06/11/2022 12.00.00 AM,8.481,
9847,06/11/2022 01.00.00 AM,7.682,
9848,06/11/2022 02.00.00 AM,6.674,
9849,06/11/2022 03.00.00 AM,6.674,
9850,06/11/2022 04.00.00 AM,6.166,
9851,06/11/2022 05.00.00 AM,6.064,
9852,06/11/2022 06.00.00 AM,6.471,
9853,06/11/2022 07.00.00 AM,7.280,
9854,06/11/2022 08.00.00 AM,8.182,
9855,06/11/2022 09.00.00 AM,9.965,
9856,06/11/2022 10.00.00 AM,11.139,
9857,06/11/2022 11.00.00 AM,12.690,
9858,06/11/2022 12.00.00 PM,14.230,
9859,06/11/2022 01.00.00 PM,15.378,
9860,06/11/2022 02.00.00 PM,15.473,
9861,06/11/2022 03.00.00 PM,13.558,
9862,06/11/2022 04.00.00 PM,11.916,
9863,06/11/2022 05.00.00 PM,11.916,
9864,06/11/2022 06.00.00 PM,11.139,
9865,06/11/2022 06.32.33 PM,,2788.00
9866,06/11/2022 06.45.04 PM,,2789.00
9867,06/11/2022 06.48.46 PM,,2790.00
9868,06/11/2022 06.52.18 PM,,2791.00
9869,06/11/2022 06.55.03 PM,,2792.00
9870,06/11/2022 06.59.53 PM,,2793.00
9871,06/11/2022 07.00.00 PM,10.357,
9872,06/11/2022 07.03.47 PM,,2794.00
9873,06/11/2022 07.09.04 PM,,2795.00
9874,06/11/2022 07.14.00 PM,,2796.00
9875,06/11/2022 07.20.19 PM,,2797.00
9876,06/11/2022 07.24.47 PM,,2798.00
9877,06/11/2022 07.30.21 PM,,2799.00
9878,06/11/2022 07.34.43 PM,,2800.00
9879,06/11/2022 07.40.42 PM,,2801.00
9880,06/11/2022 07.45.01 PM,,2802.00
9881,06/11/2022 07.50.22 PM,,2803.00
9882,06/11/2022 07.55.02 PM,,2804.00
9883,06/11/2022 08.00.00 PM,9.768,
9884,06/11/2022 08.00.12 PM,,2805.00
9885,06/11/2022 08.03.42 PM,,2806.00
9886,06/11/2022 08.11.17 PM,,2807.00
9887,06/11/2022 08.18.20 PM,,2808.00
9888,06/11/2022 08.26.31 PM,,2809.00
9889,06/11/2022 08.31.50 PM,,2810.00
9890,06/11/2022 08.38.10 PM,,2811.00
9891,06/11/2022 08.44.35 PM,,2812.00
9892,06/11/2022 08.51.37 PM,,2813.00
9893,06/11/2022 08.56.45 PM,,2814.00
9894,06/11/2022 09.00.00 PM,9.275,
9895,06/11/2022 09.06.10 PM,,2815.00
9896,06/11/2022 09.12.08 PM,,2816.00
9897,06/11/2022 09.16.55 PM,,2817.00
9898,06/11/2022 09.21.46 PM,,2818.00
9899,06/11/2022 09.25.11 PM,,2819.00
9900,06/11/2022 09.28.06 PM,,2820.00
9901,06/11/2022 09.30.22 PM,,2821.00
9902,06/11/2022 09.32.45 PM,,2822.00
9903,06/11/2022 09.35.41 PM,,2823.00
9904,06/11/2022 09.38.16 PM,,2824.00
9905,06/11/2022 09.40.49 PM,,2825.00
9906,06/11/2022 09.42.36 PM,,2826.00
9907,06/11/2022 09.44.52 PM,,2827.00
9908,06/11/2022 09.46.52 PM,,2828.00
9909,06/11/2022 09.48.29 PM,,2829.00
9910,06/11/2022 09.50.01 PM,,2830.00
9911,06/11/2022 09.51.59 PM,,2831.00
9912,06/11/2022 09.53.59 PM,,2832.00
9913,06/11/2022 09.56.00 PM,,2833.00
9914,06/11/2022 09.58.43 PM,,2834.00
9915,06/11/2022 10.00.00 PM,8.779,
9916,06/11/2022 10.02.11 PM,,2835.00
9917,06/11/2022 10.05.43 PM,,2836.00
9918,06/11/2022 10.10.42 PM,,2837.00
9919,06/11/2022 10.14.09 PM,,2838.00
9920,06/11/2022 10.18.53 PM,,2839.00
9921,06/11/2022 10.25.50 PM,,2840.00
9922,06/11/2022 10.32.16 PM,,2841.00
9923,06/11/2022 10.37.06 PM,,2842.00
9924,06/11/2022 10.43.58 PM,,2843.00
9925,06/11/2022 10.47.53 PM,,2844.00
9926,06/11/2022 10.52.17 PM,,2845.00
9927,06/11/2022 10.59.22 PM,,2846.00
9928,06/11/2022 11.00.00 PM,8.481,
9929,06/11/2022 11.07.59 PM,,2847.00
9930,06/11/2022 11.17.31 PM,,2848.00
9931,06/11/2022 11.22.27 PM,,2849.00
9932,06/11/2022 11.27.14 PM,,2850.00
9933,06/11/2022 11.31.29 PM,,2851.00
9934,06/11/2022 11.36.44 PM,,2852.00
9935,06/11/2022 11.40.57 PM,,2853.00
9936,06/11/2022 11.47.45 PM,,2854.00
9937,06/11/2022 11.54.11 PM,,2855.00
9938,06/11/2022 11.57.44 PM,,2856.00
9939,06/12/2022 12.00.00 AM,8.182,
9940,06/12/2022 12.00.55 AM,,2857.00
9941,06/12/2022 12.04.51 AM,,2858.00
9942,06/12/2022 12.08.51 AM,,2859.00
9943,06/12/2022 12.14.07 AM,,2860.00
9944,06/12/2022 12.22.05 AM,,2861.00
9945,06/12/2022 12.27.28 AM,,2862.00
9946,06/12/2022 12.34.54 AM,,2863.00
9947,06/12/2022 12.40.46 AM,,2864.00
9948,06/12/2022 12.44.03 AM,,2865.00
9949,06/12/2022 12.46.26 AM,,2866.00
9950,06/12/2022 12.49.50 AM,,2867.00
9951,06/12/2022 12.53.14 AM,,2868.00
9952,06/12/2022 01.00.00 AM,7.582,
9953,06/12/2022 01.02.05 AM,,2869.00
9954,06/12/2022 01.19.06 AM,,2870.00
9955,06/12/2022 01.31.12 AM,,2871.00
9956,06/12/2022 01.41.38 AM,,2872.00
9957,06/12/2022 01.48.21 AM,,2873.00
9958,06/12/2022 02.00.00 AM,7.179,
9959,06/12/2022 02.01.23 AM,,2874.00
9960,06/12/2022 02.26.27 AM,,2875.00
9961,06/12/2022 02.40.32 AM,,2876.00
9962,06/12/2022 02.49.01 AM,,2877.00
9963,06/12/2022 02.58.01 AM,,2878.00
9964,06/12/2022 03.00.00 AM,7.179,
9965,06/12/2022 03.12.28 AM,,2879.00
9966,06/12/2022 03.19.53 AM,,2880.00
9967,06/12/2022 04.00.00 AM,7.481,
9968,06/12/2022 04.16.22 AM,,2881.00
9969,06/12/2022 05.00.00 AM,7.079,
9970,06/12/2022 05.34.43 AM,,2882.00
9971,06/12/2022 06.00.00 AM,7.481,
9972,06/12/2022 07.00.00 AM,8.581,
9973,06/12/2022 07.02.32 AM,,2883.00
9974,06/12/2022 08.00.00 AM,9.275,
9975,06/12/2022 09.00.00 AM,9.768,
9976,06/12/2022 10.00.00 AM,10.063,
9977,06/12/2022 11.00.00 AM,10.944,
9978,06/12/2022 12.00.00 PM,11.041,
9979,06/12/2022 01.00.00 PM,10.846,
9980,06/12/2022 02.00.00 PM,11.041,
9981,06/12/2022 02.34.29 PM,,2884.00
9982,06/12/2022 03.00.00 PM,9.571,
9983,06/12/2022 03.51.07 PM,,2885.00
9984,06/12/2022 04.00.00 PM,9.176,
9985,06/12/2022 04.02.27 PM,,2886.00
9986,06/12/2022 04.11.14 PM,,2887.00
9987,06/12/2022 04.24.08 PM,,2888.00
9988,06/12/2022 05.00.00 PM,9.176,
9989,06/12/2022 05.07.20 PM,,2889.00
9990,06/12/2022 05.56.15 PM,,2890.00
9991,06/12/2022 06.00.00 PM,9.768,
9992,06/12/2022 07.00.00 PM,8.978,
9993,06/12/2022 07.22.37 PM,,2891.00
9994,06/12/2022 08.00.00 PM,8.481,
9995,06/12/2022 08.03.00 PM,,2892.00
9996,06/12/2022 09.00.00 PM,8.282,
9997,06/12/2022 10.00.00 PM,7.782,
9998,06/12/2022 11.00.00 PM,6.674,
9999,06/13/2022 12.00.00 AM,6.674,
10000,06/13/2022 01.00.00 AM,6.573,
10001,06/13/2022 02.00.00 AM,6.674,
10002,06/13/2022 02.11.10 AM,,2893.00
10003,06/13/2022 02.22.03 AM,,2894.00
10004,06/13/2022 03.00.00 AM,5.962,
10005,06/13/2022 03.22.00 AM,,2895.00
10006,06/13/2022 04.00.00 AM,5.450,
10007,06/13/2022 04.12.48 AM,,2896.00
10008,06/13/2022 04.20.46 AM,,2897.00
10009,06/13/2022 05.00.00 AM,4.934,
10010,06/13/2022 05.34.58 AM,,2898.00
10011,06/13/2022 05.48.21 AM,,2899.00
10012,06/13/2022 06.00.00 AM,4.519,
10013,06/13/2022 06.06.29 AM,,2900.00
10014,06/13/2022 06.32.00 AM,,2901.00
10015,06/13/2022 07.00.00 AM,4.831,
10016,06/13/2022 08.00.00 AM,4.831,
10017,06/13/2022 09.00.00 AM,4.727,
10018,06/13/2022 10.00.00 AM,5.244,
10019,06/13/2022 11.00.00 AM,5.860,
10020,06/13/2022 12.00.00 PM,7.280,
10021,06/13/2022 01.00.00 PM,9.768,
10022,06/13/2022 02.00.00 PM,12.401,
10023,06/13/2022 03.00.00 PM,12.594,
10024,06/13/2022 04.00.00 PM,10.846,
10025,06/13/2022 05.00.00 PM,12.787,
10026,06/13/2022 06.00.00 PM,12.594,
10027,06/13/2022 07.00.00 PM,13.558,
10028,06/13/2022 08.00.00 PM,11.819,
10029,06/13/2022 09.00.00 PM,7.782,
10030,06/13/2022 10.00.00 PM,7.882,
10031,06/13/2022 11.00.00 PM,7.079,
10032,06/14/2022 12.00.00 AM,5.655,
10033,06/14/2022 01.00.00 AM,3.893,
10034,06/14/2022 02.00.00 AM,3.367,
10035,06/14/2022 03.00.00 AM,3.155,
10036,06/14/2022 04.00.00 AM,2.730,
10037,06/14/2022 05.00.00 AM,3.155,
10038,06/14/2022 06.00.00 AM,4.102,
10039,06/14/2022 07.00.00 AM,4.415,
10040,06/14/2022 08.00.00 AM,6.674,
10041,06/14/2022 09.00.00 AM,7.481,
10042,06/14/2022 10.00.00 AM,8.680,
10043,06/14/2022 11.00.00 AM,9.768,
10044,06/14/2022 12.00.00 PM,11.431,
10045,06/14/2022 01.00.00 PM,12.690,
10046,06/14/2022 02.00.00 PM,14.517,
10047,06/14/2022 03.00.00 PM,15.951,
10048,06/14/2022 04.00.00 PM,12.304,
10049,06/14/2022 05.00.00 PM,12.110,
10050,06/14/2022 06.00.00 PM,12.883,
10051,06/14/2022 07.00.00 PM,11.722,
10052,06/14/2022 08.00.00 PM,9.571,
10053,06/14/2022 09.00.00 PM,8.978,
10054,06/14/2022 10.00.00 PM,8.182,
10055,06/14/2022 11.00.00 PM,7.983,
10056,06/15/2022 12.00.00 AM,7.079,
10057,06/15/2022 01.00.00 AM,6.573,
10058,06/15/2022 02.00.00 AM,6.471,
10059,06/15/2022 03.00.00 AM,6.471,
10060,06/15/2022 04.00.00 AM,6.978,
10061,06/15/2022 05.00.00 AM,6.978,
10062,06/15/2022 06.00.00 AM,6.166,
10063,06/15/2022 07.00.00 AM,5.962,
10064,06/15/2022 08.00.00 AM,6.775,
10065,06/15/2022 09.00.00 AM,9.176,
10066,06/15/2022 10.00.00 AM,11.528,
10067,06/15/2022 11.00.00 AM,12.110,
10068,06/15/2022 12.00.00 PM,12.401,
10069,06/15/2022 01.00.00 PM,12.690,
10070,06/15/2022 02.00.00 PM,12.883,
10071,06/15/2022 03.00.00 PM,15.282,
10072,06/15/2022 03.33.47 PM,,2902.00
10073,06/15/2022 04.00.00 PM,9.571,
10074,06/15/2022 05.00.00 PM,12.883,
10075,06/15/2022 05.03.13 PM,,2903.00
10076,06/15/2022 06.00.00 PM,14.230,
10077,06/15/2022 07.00.00 PM,13.461,
10078,06/15/2022 08.00.00 PM,13.173,
10079,06/15/2022 09.00.00 PM,11.236,
10080,06/15/2022 10.00.00 PM,8.581,
10081,06/15/2022 11.00.00 PM,6.877,
10082,06/16/2022 12.00.00 AM,5.347,
10083,06/16/2022 01.00.00 AM,4.311,
10084,06/16/2022 02.00.00 AM,3.367,
10085,06/16/2022 03.00.00 AM,2.730,
10086,06/16/2022 04.00.00 AM,2.410,
10087,06/16/2022 05.00.00 AM,2.303,
10088,06/16/2022 06.00.00 AM,3.049,
10089,06/16/2022 07.00.00 AM,3.788,
10090,06/16/2022 08.00.00 AM,5.450,
10091,06/16/2022 09.00.00 AM,9.373,
10092,06/16/2022 10.00.00 AM,11.139,
10093,06/16/2022 11.00.00 AM,12.207,
10094,06/16/2022 12.00.00 PM,14.038,
10095,06/16/2022 01.00.00 PM,14.804,
10096,06/16/2022 02.00.00 PM,16.713,
10097,06/16/2022 03.00.00 PM,16.999,
10098,06/16/2022 04.00.00 PM,16.427,
10099,06/16/2022 05.00.00 PM,14.134,
10100,06/16/2022 06.00.00 PM,13.558,
10101,06/16/2022 07.00.00 PM,12.110,
10102,06/16/2022 08.00.00 PM,10.455,
10103,06/16/2022 09.00.00 PM,9.077,
10104,06/16/2022 10.00.00 PM,6.674,
10105,06/16/2022 11.00.00 PM,5.347,
10106,06/17/2022 12.00.00 AM,4.623,
10107,06/17/2022 01.00.00 AM,4.102,
10108,06/17/2022 02.00.00 AM,3.893,
10109,06/17/2022 03.00.00 AM,3.893,
10110,06/17/2022 04.00.00 AM,4.623,
10111,06/17/2022 05.00.00 AM,4.831,
10112,06/17/2022 06.00.00 AM,4.934,
10113,06/17/2022 07.00.00 AM,5.860,
10114,06/17/2022 08.00.00 AM,7.782,
10115,06/17/2022 09.00.00 AM,8.779,
10116,06/17/2022 10.00.00 AM,10.161,
10117,06/17/2022 11.00.00 AM,10.063,
10118,06/17/2022 12.00.00 PM,10.357,
10119,06/17/2022 01.00.00 PM,11.431,
10120,06/17/2022 02.00.00 PM,10.455,
10121,06/17/2022 03.00.00 PM,10.748,
10122,06/17/2022 04.00.00 PM,10.944,
10123,06/17/2022 05.00.00 PM,10.455,
10124,06/17/2022 06.00.00 PM,10.748,
10125,06/17/2022 06.16.46 PM,,2904.00
10126,06/17/2022 07.00.00 PM,9.571,
10127,06/17/2022 07.09.07 PM,,2905.00
10128,06/17/2022 08.00.00 PM,9.176,
10129,06/17/2022 08.13.16 PM,,2906.00
10130,06/17/2022 09.00.00 PM,8.779,
10131,06/17/2022 09.00.23 PM,,2907.00
10132,06/17/2022 10.00.00 PM,7.782,
10133,06/17/2022 10.33.01 PM,,2908.00
10134,06/17/2022 11.00.00 PM,7.782,
10135,06/17/2022 11.44.37 PM,,2909.00
10136,06/18/2022 12.00.00 AM,7.682,
10137,06/18/2022 12.14.55 AM,,2910.00
10138,06/18/2022 01.00.00 AM,7.782,
10139,06/18/2022 01.55.17 AM,,2911.00
10140,06/18/2022 02.00.00 AM,7.782,
10141,06/18/2022 02.12.41 AM,,2912.00
10142,06/18/2022 02.24.08 AM,,2913.00
10143,06/18/2022 02.30.01 AM,,2914.00
10144,06/18/2022 02.36.45 AM,,2915.00
10145,06/18/2022 02.41.04 AM,,2916.00
10146,06/18/2022 02.46.50 AM,,2917.00
10147,06/18/2022 02.52.02 AM,,2918.00
10148,06/18/2022 02.58.34 AM,,2919.00
10149,06/18/2022 03.00.00 AM,7.381,
10150,06/18/2022 03.03.03 AM,,2920.00
10151,06/18/2022 03.09.53 AM,,2921.00
10152,06/18/2022 03.16.24 AM,,2922.00
10153,06/18/2022 03.22.37 AM,,2923.00
10154,06/18/2022 03.27.14 AM,,2924.00
10155,06/18/2022 03.33.16 AM,,2925.00
10156,06/18/2022 03.38.06 AM,,2926.00
10157,06/18/2022 03.44.13 AM,,2927.00
10158,06/18/2022 03.50.22 AM,,2928.00
10159,06/18/2022 04.00.00 AM,7.481,
10160,06/18/2022 04.00.32 AM,,2929.00
10161,06/18/2022 04.09.52 AM,,2930.00
10162,06/18/2022 04.20.52 AM,,2931.00
10163,06/18/2022 04.25.02 AM,,2932.00
10164,06/18/2022 04.40.53 AM,,2933.00
10165,06/18/2022 05.00.00 AM,7.481,
10166,06/18/2022 05.13.19 AM,,2934.00
10167,06/18/2022 05.35.51 AM,,2935.00
10168,06/18/2022 05.48.23 AM,,2936.00
10169,06/18/2022 06.00.00 AM,7.481,
10170,06/18/2022 06.10.16 AM,,2937.00
10171,06/18/2022 06.22.33 AM,,2938.00
10172,06/18/2022 06.33.06 AM,,2939.00
10173,06/18/2022 06.37.07 AM,,2940.00
10174,06/18/2022 06.40.57 AM,,2941.00
10175,06/18/2022 06.44.15 AM,,2942.00
10176,06/18/2022 06.48.02 AM,,2943.00
10177,06/18/2022 06.50.39 AM,,2944.00
10178,06/18/2022 06.55.00 AM,,2945.00
10179,06/18/2022 06.58.49 AM,,2946.00
10180,06/18/2022 07.00.00 AM,7.582,
10181,06/18/2022 07.03.55 AM,,2947.00
10182,06/18/2022 07.11.29 AM,,2948.00
10183,06/18/2022 07.20.31 AM,,2949.00
10184,06/18/2022 07.25.15 AM,,2950.00
10185,06/18/2022 07.32.16 AM,,2951.00
10186,06/18/2022 07.44.02 AM,,2952.00
10187,06/18/2022 08.00.00 AM,8.082,
10188,06/18/2022 08.01.22 AM,,2953.00
10189,06/18/2022 08.08.24 AM,,2954.00
10190,06/18/2022 08.30.29 AM,,2955.00
10191,06/18/2022 08.45.36 AM,,2956.00
10192,06/18/2022 09.00.00 AM,8.082,
10193,06/18/2022 09.10.07 AM,,2957.00
10194,06/18/2022 09.13.46 AM,,2958.00
10195,06/18/2022 09.21.24 AM,,2959.00
10196,06/18/2022 09.30.08 AM,,2960.00
10197,06/18/2022 10.00.00 AM,8.779,
10198,06/18/2022 11.00.00 AM,10.259,
10199,06/18/2022 12.00.00 PM,12.207,
10200,06/18/2022 01.00.00 PM,12.013,
10201,06/18/2022 02.00.00 PM,14.804,
10202,06/18/2022 03.00.00 PM,16.903,
10203,06/18/2022 04.00.00 PM,16.523,
10204,06/18/2022 05.00.00 PM,13.750,
10205,06/18/2022 06.00.00 PM,12.594,
10206,06/18/2022 07.00.00 PM,12.207,
10207,06/18/2022 08.00.00 PM,11.625,
10208,06/18/2022 09.00.00 PM,11.819,
10209,06/18/2022 10.00.00 PM,11.236,
10210,06/18/2022 10.02.41 PM,,2961.00
10211,06/18/2022 10.05.10 PM,,2962.00
10212,06/18/2022 10.06.23 PM,,2963.00
10213,06/18/2022 10.07.51 PM,,2964.00
10214,06/18/2022 10.10.31 PM,,2965.00
10215,06/18/2022 10.12.31 PM,,2966.00
10216,06/18/2022 10.20.28 PM,,2967.00
10217,06/18/2022 10.30.51 PM,,2968.00
10218,06/18/2022 11.00.00 PM,9.373,
10219,06/18/2022 11.03.28 PM,,2969.00
10220,06/19/2022 12.00.00 AM,9.275,
10221,06/19/2022 12.29.48 AM,,2970.00
10222,06/19/2022 12.37.04 AM,,2971.00
10223,06/19/2022 12.44.01 AM,,2972.00
10224,06/19/2022 12.48.34 AM,,2973.00
10225,06/19/2022 12.55.20 AM,,2974.00
10226,06/19/2022 01.00.00 AM,9.176,
10227,06/19/2022 01.11.26 AM,,2975.00
10228,06/19/2022 01.14.25 AM,,2976.00
10229,06/19/2022 01.17.06 AM,,2977.00
10230,06/19/2022 01.18.06 AM,,2978.00
10231,06/19/2022 01.19.02 AM,,2979.00
10232,06/19/2022 01.19.56 AM,,2980.00
10233,06/19/2022 01.21.31 AM,,2981.00
10234,06/19/2022 01.23.19 AM,,2982.00
10235,06/19/2022 01.32.55 AM,,2983.00
10236,06/19/2022 01.41.12 AM,,2984.00
10237,06/19/2022 02.00.00 AM,8.382,
10238,06/19/2022 02.19.07 AM,,2985.00
10239,06/19/2022 02.54.50 AM,,2986.00
10240,06/19/2022 03.00.00 AM,8.282,
10241,06/19/2022 03.03.40 AM,,2987.00
10242,06/19/2022 03.27.35 AM,,2988.00
10243,06/19/2022 04.00.00 AM,8.282,
10244,06/19/2022 04.22.18 AM,,2989.00
10245,06/19/2022 05.00.00 AM,8.282,
10246,06/19/2022 05.12.31 AM,,2990.00
10247,06/19/2022 05.29.33 AM,,2991.00
10248,06/19/2022 05.45.27 AM,,2992.00
10249,06/19/2022 06.00.00 AM,8.382,
10250,06/19/2022 06.21.52 AM,,2993.00
10251,06/19/2022 07.00.00 AM,8.382,
10252,06/19/2022 07.17.21 AM,,2994.00
10253,06/19/2022 08.00.00 AM,8.581,
10254,06/19/2022 08.16.40 AM,,2995.00
10255,06/19/2022 08.27.09 AM,,2996.00
10256,06/19/2022 08.48.37 AM,,2997.00
10257,06/19/2022 09.00.00 AM,9.275,
10258,06/19/2022 09.01.16 AM,,2998.00
10259,06/19/2022 10.00.00 AM,9.472,
10260,06/19/2022 11.00.00 AM,9.866,
10261,06/19/2022 11.21.10 AM,,2999.00
10262,06/19/2022 11.38.55 AM,,3000.00
10263,06/19/2022 12.00.00 PM,9.472,
10264,06/19/2022 12.15.00 PM,,3001.00
10265,06/19/2022 12.57.57 PM,,3002.00
10266,06/19/2022 01.00.00 PM,9.472,
10267,06/19/2022 02.00.00 PM,9.472,
10268,06/19/2022 02.04.45 PM,,3003.00
10269,06/19/2022 02.14.39 PM,,3004.00
10270,06/19/2022 02.41.58 PM,,3005.00
10271,06/19/2022 02.50.07 PM,,3006.00
10272,06/19/2022 03.00.00 PM,10.357,
10273,06/19/2022 03.05.31 PM,,3007.00
10274,06/19/2022 03.23.18 PM,,3008.00
10275,06/19/2022 03.47.01 PM,,3009.00
10276,06/19/2022 04.00.00 PM,10.553,
10277,06/19/2022 04.01.34 PM,,3010.00
10278,06/19/2022 05.00.00 PM,10.455,
10279,06/19/2022 06.00.00 PM,9.866,
10280,06/19/2022 06.22.34 PM,,3011.00
10281,06/19/2022 06.54.01 PM,,3012.00
10282,06/19/2022 07.00.00 PM,9.669,
10283,06/19/2022 08.00.00 PM,8.382,
10284,06/19/2022 08.25.09 PM,,3013.00
10285,06/19/2022 08.46.01 PM,,3014.00
10286,06/19/2022 09.00.00 PM,7.682,
10287,06/19/2022 10.00.00 PM,7.782,
10288,06/19/2022 10.04.10 PM,,3015.00
10289,06/19/2022 10.36.36 PM,,3016.00
10290,06/19/2022 11.00.00 PM,7.481,
10291,06/19/2022 11.59.03 PM,,3017.00
10292,06/20/2022 12.00.00 AM,7.381,
10293,06/20/2022 01.00.00 AM,7.280,
10294,06/20/2022 01.20.12 AM,,3018.00
10295,06/20/2022 01.54.42 AM,,3019.00
10296,06/20/2022 02.00.00 AM,7.280,
10297,06/20/2022 02.17.15 AM,,3020.00
10298,06/20/2022 03.00.00 AM,6.978,
10299,06/20/2022 03.46.04 AM,,3021.00
10300,06/20/2022 04.00.00 AM,7.079,
10301,06/20/2022 04.24.22 AM,,3022.00
10302,06/20/2022 04.46.37 AM,,3023.00
10303,06/20/2022 05.00.00 AM,6.877,
10304,06/20/2022 05.09.51 AM,,3024.00
10305,06/20/2022 06.00.00 AM,7.381,
10306,06/20/2022 06.06.12 AM,,3025.00
10307,06/20/2022 07.00.00 AM,7.280,
10308,06/20/2022 08.00.00 AM,7.481,
10309,06/20/2022 09.00.00 AM,7.481,
10310,06/20/2022 09.25.14 AM,,3026.00
10311,06/20/2022 10.00.00 AM,7.582,
10312,06/20/2022 11.00.00 AM,8.282,
10313,06/20/2022 12.00.00 PM,9.077,
10314,06/20/2022 01.00.00 PM,9.965,
10315,06/20/2022 02.00.00 PM,9.669,
10316,06/20/2022 03.00.00 PM,8.978,
10317,06/20/2022 04.00.00 PM,9.077,
10318,06/20/2022 04.02.51 PM,,3027.00
10319,06/20/2022 04.27.39 PM,,3028.00
10320,06/20/2022 04.42.29 PM,,3029.00
10321,06/20/2022 04.49.40 PM,,3030.00
10322,06/20/2022 05.00.00 PM,8.382,
10323,06/20/2022 05.05.16 PM,,3031.00
10324,06/20/2022 05.26.03 PM,,3032.00
10325,06/20/2022 05.36.40 PM,,3033.00
10326,06/20/2022 05.47.16 PM,,3034.00
10327,06/20/2022 05.56.00 PM,,3035.00
10328,06/20/2022 06.00.00 PM,8.282,
10329,06/20/2022 06.01.39 PM,,3036.00
10330,06/20/2022 06.09.05 PM,,3037.00
10331,06/20/2022 06.16.19 PM,,3038.00
10332,06/20/2022 06.27.29 PM,,3039.00
10333,06/20/2022 06.35.25 PM,,3040.00
10334,06/20/2022 06.43.56 PM,,3041.00
